date,log_returns,pct_returns
1981-10-28,0.0013403372547484693,0.0013412359081810266
1981-10-29,-0.003270301003842846,-0.003264959393991629
1981-10-30,0.023491446440784713,0.023769543835761908
1981-11-02,0.01877415126771087,0.01895149372516869
1981-11-03,0.004819335460455321,0.004830967135737163
1981-11-04,-0.00048092641600305797,-0.0004808107894307412
1981-11-05,-0.00966655629398172,-0.00961998531980679
1981-11-06,-0.007067189560539866,-0.007042275701267919
1981-11-09,0.0050415031882753425,0.005054232948859649
1981-11-10,-0.004796984461101772,-0.004785497306382558
1981-11-11,0.0017913955208079813,0.0017930010283204734
1981-11-12,0.0021941764261290686,0.002196585392800321
1981-11-13,-0.012415452042095154,-0.012338698289935612
1981-11-16,-0.01182271907167376,-0.011753105339823766
1981-11-17,0.007539732179159486,0.007568227530579286
1981-11-18,-0.007373376482635585,-0.007346259830284252
1981-11-19,0.0037348837536610446,0.0037418671233053757
1981-11-20,0.008250191235745774,0.008284317849262868
1981-11-23,-0.0009042013805418136,-0.0009037927136554824
1981-11-24,0.015585184762215043,0.015707267155236515
1981-11-25,0.004362592992904979,0.004372122955125013
1981-11-27,0.008348714212012887,0.008383661914936669
1981-11-30,0.010022372806745672,0.010072764994148553
1981-12-01,-0.0019805908872712052,-0.0019786308113901585
1981-12-02,-0.011244554282025199,-0.01118157057713376
1981-12-03,0.003442622160281239,0.00344855478993078
1981-12-04,0.009069991110193243,0.009111248118795157
1981-12-07,-0.008510687085598434,-0.008474573710760103
1981-12-08,-0.0029599057122089434,-0.002955529510075716
1981-12-09,0.005273713014245729,0.0052876435164479485
1981-12-10,0.0018312495686725327,0.0018329273301407323
1981-12-11,-0.006224076757376018,-0.006204747315070369
1981-12-14,-0.01735945682936002,-0.01720964956877402
1981-12-15,0.0017089078280276837,0.0017103688431381325
1981-12-16,-0.00464529341940878,-0.0046345207311538905
1981-12-17,0.0057017713730243,0.005718057409792365
1981-12-18,0.007122053766241976,0.007147475907950396
1981-12-21,-0.00533682573286498,-0.005322610178301379
1981-12-22,-0.003736492824551796,-0.003729520821554755
1981-12-23,-0.004649461509155017,-0.004638669495155456
1981-12-24,0.0018787292302961944,0.001880495147777328
1981-12-28,-0.00220582806775127,-0.0022033970168408024
1981-12-29,-0.004919239951004961,-0.00490716030583227
1981-12-30,0.005164620896169758,0.005177980539933236
1981-12-31,0.002042067230091149,0.0020441536693518447
1982-01-04,0.0015491446801672026,0.0015503452246465876
1982-01-05,-0.022159931468448413,-0.02191620383599302
1982-01-06,-0.007273390208522912,-0.007247003119249751
1982-01-07,-0.002099870574296503,-0.0020976673884867125
1982-01-08,0.00519963212620933,0.005213173673514593
1982-01-11,-0.02344290702899876,-0.023170256810965517
1982-01-12,-0.004118726637363679,-0.0041102563157772165
1982-01-13,-0.012285004373368658,-0.01220985177195466
1982-01-14,0.005728716885375462,0.005745157363239217
1982-01-15,0.00681419729183208,0.006837466758416566
1982-01-18,0.00762152589321019,0.007650643648583255
1982-01-19,-0.010720973967424996,-0.010663709153581058
1982-01-20,-0.006054374004068386,-0.00603608321349014
1982-01-21,0.004155519475775193,0.004164165619089388
1982-01-22,-0.003201687942262943,-0.003196568005028322
1982-01-25,0.00026003213953273985,0.0002600659508207315
1982-01-26,-0.0019080770305954786,-0.0019062578088744342
1982-01-27,0.004763317555525504,0.00477468018670324
1982-01-28,0.027104705043988098,0.027475378986258292
1982-01-29,0.012368562815602502,0.012445369826116215
1982-02-01,-0.02200107839597365,-0.02176081987855194
1982-02-02,0.0019509175876111229,0.001952821865490062
1982-02-03,-0.013049771471567162,-0.012964992387091478
1982-02-04,-0.0005152871526226122,-0.0005151544149978315
1982-02-05,0.007189383638383617,0.0072152893016383945
1982-02-08,-0.02268418358745894,-0.02242883195377232
1982-02-09,-0.00832203969314449,-0.008287507380306258
1982-02-10,0.008583772945732093,0.008620719161706258
1982-02-11,-0.00200797442254963,-0.002005959790576939
1982-02-12,-0.00043707052215680164,-0.000436975020750352
1982-02-16,-0.0028016101505734525,-0.0027976893032723993
1982-02-17,-0.003249136708559419,-0.003243863976039707
1982-02-18,0.0011427828785093297,0.0011434361036712914
1982-02-19,-0.005285411103558069,-0.005271467894305215
1982-02-22,-0.014501432010137094,-0.014396792662412006
1982-02-23,-0.0007171152454983343,-0.0007168581798133733
1982-02-24,0.017424203426265272,0.01757689038583421
1982-02-25,-0.002294002557800212,-0.0022913733447905704
1982-02-26,-0.0008836910636569328,-0.0008833007236973556
1982-03-01,0.001766601906840748,0.0017681632672883474
1982-03-02,-0.005575458129706945,-0.005559944109011172
1982-03-03,-0.015742741476820754,-0.015619472235212872
1982-03-04,-0.009420368008814961,-0.009376135347056946
1982-03-05,-0.004926576256884196,-0.004914460584504177
1982-03-08,-0.01846092734222271,-0.018291568199979125
1982-03-09,0.013785715901108553,0.01388117704488967
1982-03-10,0.0053152784272523235,0.005329429580963163
1982-03-11,-0.0004571289633137354,-0.00045702449578777227
1982-03-12,-0.006881708085209048,-0.00685808335601823
1982-03-15,0.007704306174598052,0.0077340607050007115
1982-03-16,-0.0015544114341423665,-0.0015532039624057692
1982-03-17,-0.0018318098883289835,-0.0018301331485746086
1982-03-18,0.011122379163516882,0.01118446278166263
1982-03-19,0.002806552504962312,0.002810494560442356
1982-03-22,0.019339810044015415,0.019528035627844442
1982-03-23,0.006892978951232642,0.006916790209369639
1982-03-24,-0.005120987883072914,-0.00510789797856992
1982-03-25,0.0021221854586466193,0.0021244388879899656
1982-03-26,-0.011281457729867661,-0.011218060713160005
1982-03-29,0.0032108536462764903,0.003216013958370345
1982-03-30,-0.0002672343492964302,-0.00026719864537827487
1982-03-31,-0.002764998100166949,-0.0027611790136532477
1982-04-01,0.016212995944699493,0.01634513974650864
1982-04-02,0.011620434022858284,0.011688213554387872
1982-04-05,-0.003393515367064559,-0.003387763901525953
1982-04-06,0.005476107757007576,0.005491129041964804
1982-04-07,0.0008664628759165183,0.0008668383633150256
1982-04-08,0.0065608154469440905,0.006582384741528058
1982-04-12,-0.001894766043977647,-0.0018929721080052087
1982-04-13,-8.622902994748216e-05,-8.622531233160036e-05
1982-04-14,-0.0013803473240407982,-0.0013793950828653312
1982-04-15,0.004479261881365382,0.0044893087701478596
1982-04-16,0.003945785633201915,0.003953580494244546
1982-04-19,-0.0009421491248859937,-0.0009417054417485415
1982-04-20,-0.01085557752773969,-0.010796868378623481
1982-04-21,0.0024225550423819797,0.002425491799854962
1982-04-22,0.012623079446699492,0.012703086806052699
1982-04-23,0.012297122581709452,0.012373043075642576
1982-04-26,0.005212308922231124,0.005225916636645955
1982-04-27,-0.01062137714167477,-0.010565169492376625
1982-04-28,-0.0062909147117000686,-0.006271168337029898
1982-04-29,-0.009597355065370294,-0.009551447434572258
1982-04-30,0.0025797851559028473,0.0025831156650113485
1982-05-03,0.003258146155306285,0.0032634596826737194
1982-05-04,0.005463556300194128,0.005478508742684074
1982-05-05,0.0017862386149092302,0.0017878348894047047
1982-05-06,0.008546717079131128,0.008583344539364601
1982-05-07,0.006634506052748179,0.006656563140343019
1982-05-10,-0.00916553798561015,-0.009123662477173111
1982-05-11,0.008746909724771434,0.008785275719351393
